date_date,paid_source,campaign_key,campaign_name,cost,impression,click
2021-07-01,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,30.0,1884.0,327.0
2021-07-03,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,30.0,1517.0,314.0
2021-08-03,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,30.0,1119.0,329.0
2021-06-27,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,31.0,1679.0,345.0
2021-07-26,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,31.0,1217.0,354.0
2021-06-09,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,31.0,1217.0,331.0
2021-08-19,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,31.0,1053.0,310.0
2021-09-05,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,32.0,1169.0,323.0
2021-09-22,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,32.0,1290.0,320.0
2021-06-06,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,32.0,1315.0,361.0
2021-06-22,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,32.0,1898.0,372.0
2021-08-18,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,32.0,1131.0,312.0
2021-08-05,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,32.0,1043.0,317.0
2021-07-12,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,34.0,1668.0,343.0
2021-06-15,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,34.0,1382.0,359.0
2021-09-28,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,34.0,1383.0,375.0
2021-06-01,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,36.0,1400.0,396.0
2021-09-29,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,36.0,1385.0,376.0
2021-08-02,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,36.0,1470.0,377.0
2021-09-14,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,36.0,1257.0,363.0
2021-09-03,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,36.0,1271.0,347.0
2021-07-27,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,38.0,1304.0,390.0
2021-09-15,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,38.0,1419.0,370.0
2021-06-28,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,38.0,1985.0,386.0
2021-06-02,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,38.0,1536.0,426.0
2021-09-07,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,38.0,1283.0,376.0
2021-09-27,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,38.0,1745.0,419.0
2021-09-08,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,40.0,1493.0,376.0
2021-09-23,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,40.0,1575.0,403.0
