date_date,paid_source,campaign_key,campaign_name,cost,impression,click
2021-07-31,Adwords,25175647,FR - TXT - BN - Marque Greenweez,99.0,1074.0,631.0
2021-08-02,Adwords,25175647,FR - TXT - BN - Marque Greenweez,135.0,1468.0,852.0
2021-07-25,Adwords,25175647,FR - TXT - BN - Marque Greenweez,136.0,1386.0,817.0
2021-09-28,Adwords,25175647,FR - TXT - BN - Marque Greenweez,123.0,1566.0,809.0
2021-09-03,Adwords,25175647,FR - TXT - BN - Marque Greenweez,157.0,1335.0,723.0
2021-08-13,Adwords,25175647,FR - TXT - BN - Marque Greenweez,135.0,1215.0,671.0
2021-09-22,Adwords,25175647,FR - TXT - BN - Marque Greenweez,134.0,1399.0,764.0
2021-08-17,Adwords,25175647,FR - TXT - BN - Marque Greenweez,151.0,1532.0,836.0
2021-07-18,Adwords,25175647,FR - TXT - BN - Marque Greenweez,124.0,1237.0,708.0
2021-07-27,Adwords,25175647,FR - TXT - BN - Marque Greenweez,146.0,1709.0,967.0
2021-09-21,Adwords,25175647,FR - TXT - BN - Marque Greenweez,162.0,1489.0,831.0
2021-08-07,Adwords,25175647,FR - TXT - BN - Marque Greenweez,122.0,1123.0,665.0
2021-08-01,Adwords,25175647,FR - TXT - BN - Marque Greenweez,134.0,1298.0,776.0
2021-08-31,Adwords,25175647,FR - TXT - BN - Marque Greenweez,139.0,1695.0,935.0
2021-07-30,Adwords,25175647,FR - TXT - BN - Marque Greenweez,104.0,1231.0,693.0
2021-09-30,Adwords,25175647,FR - TXT - BN - Marque Greenweez,96.0,1367.0,740.0
2021-06-25,Adwords,25175647,FR - TXT - BN - Marque Greenweez,96.0,1161.0,644.0
2021-06-20,Adwords,25175647,FR - TXT - BN - Marque Greenweez,106.0,1656.0,967.0
2021-08-06,Adwords,25175647,FR - TXT - BN - Marque Greenweez,106.0,1167.0,646.0
2021-09-02,Adwords,63850117,FR - TXT - G - Générique Bio,88.0,2230.0,104.0
2021-09-10,Adwords,63850117,FR - TXT - G - Générique Bio,105.0,2189.0,112.0
2021-09-13,Adwords,63850117,FR - TXT - G - Générique Bio,84.0,2102.0,110.0
2021-07-22,Adwords,63850117,FR - TXT - G - Générique Bio,59.0,1368.0,79.0
2021-09-03,Adwords,63850117,FR - TXT - G - Générique Bio,87.0,2135.0,102.0
2021-09-15,Adwords,63850117,FR - TXT - G - Générique Bio,101.0,2366.0,135.0
2021-08-31,Adwords,63850117,FR - TXT - G - Générique Bio,75.0,1834.0,114.0
2021-09-06,Adwords,63850117,FR - TXT - G - Générique Bio,105.0,2510.0,121.0
2021-07-14,Adwords,63850117,FR - TXT - G - Générique Bio,67.0,1255.0,72.0
2021-09-08,Adwords,63850117,FR - TXT - G - Générique Bio,182.0,3743.0,201.0
2021-09-16,Adwords,63850117,FR - TXT - G - Générique Bio,57.0,1836.0,87.0
2021-08-22,Adwords,63850117,FR - TXT - G - Générique Bio,71.0,1626.0,100.0
2021-07-25,Adwords,63850117,FR - TXT - G - Générique Bio,49.0,1563.0,83.0
2021-09-07,Adwords,63850117,FR - TXT - G - Générique Bio,122.0,2860.0,157.0
2021-09-12,Adwords,63850117,FR - TXT - G - Générique Bio,108.0,2265.0,135.0
2021-07-24,Adwords,63850117,FR - TXT - G - Générique Bio,57.0,1391.0,80.0
